ORDERID,CUSTOMERID,SALES_EMP_SSN,ORDER_SHIP_METHOD
1028,1028,353468951,USPS-AIR
1029,1029,353491515,USPS-AIR
1030,1030,353767347,USPS-AIR
1031,1031,353952238,USPS-AIR
1032,1032,354175576,USPS-AIR
1033,1033,354980530,USPS-AIR
1034,1034,355151919,USPS-AIR
1035,1035,355154231,USPS-AIR
1036,1036,355770620,USPS-AIR
1037,1037,35613309,USPS-AIR
1038,1038,356710650,USPS-AIR
1039,1039,356717148,USPS-AIR
1040,1040,356843268,USPS-AIR
1041,1041,356857289,USPS-AIR
1042,1042,356920616,USPS-AIR
1043,1043,356995097,USPS-AIR
1044,1044,35731108,USPS-AIR
1045,1045,357340410,USPS-AIR
1046,1046,357551522,USPS-AIR
1047,1047,357726138,USPS-AIR
1048,1048,358930840,USPS-AIR
1049,1049,359273402,USPS-AIR
1050,1050,359563363,USPS-AIR
1051,1051,359860589,USPS-AIR
1052,1052,360135300,USPS-AIR
1053,1053,360479278,USPS-AIR
1054,1054,360513495,USPS-AIR
1055,1055,36058639,USPS-AIR
1056,1056,360717228,USPS-AIR
1057,1057,360891915,USPS-AIR
1058,1058,3612925,USPS-AIR
1059,1059,361824110,USPS-AIR
1060,1060,362089397,USPS-AIR
1061,1061,362098043,USPS-AIR
1062,1062,362498573,USPS-AIR
1063,1063,362700777,USPS-AIR
1064,1064,36313569,USPS-AIR
1065,1065,363377107,USPS-AIR
1066,1066,36380302,USPS-AIR
1067,1067,363847389,USPS-AIR
1068,1068,36416612,USPS-AIR
1069,1069,364210541,USPS-AIR
1070,1070,364531993,USPS-AIR
1071,1071,365060284,USPS-AIR
1072,1072,365456255,USPS-AIR
1073,1073,365721695,USPS-AIR
1074,1074,365939219,USPS-AIR
1075,1075,365983028,USPS-AIR
1076,1076,366052264,USPS-AIR
1077,1077,366123365,USPS-AIR
1078,1078,366133776,USPS-AIR
1079,1079,366416906,USPS-AIR
1080,1080,366460017,USPS-AIR
1081,1081,367042665,USPS-AIR
1082,1082,367605007,USPS-AIR
1083,1083,36795900,USPS-AIR
1084,1084,368841615,USPS-AIR
1085,1085,368865203,USPS-AIR
1086,1086,369243837,USPS-AIR
1087,1087,369489209,USPS-AIR
1088,1088,370176590,USPS-AIR
1089,1089,370258611,USPS-AIR
1090,1090,370725863,USPS-AIR
1091,1091,370912636,USPS-AIR
1092,1092,370950150,USPS-AIR
1093,1093,370978826,USPS-AIR
1094,1094,371180799,USPS-AIR
1095,1095,371332459,USPS-AIR
1096,1096,371479111,USPS-AIR
1097,1097,372257938,USPS-AIR
1098,1098,372304993,USPS-AIR
1099,1099,3726069,USPS-AIR
1100,1100,372828855,USPS-AIR
