PAYMENTID,ORDERID,CARD_EXP_DATE,CARD_NUMBER,PAYMENT_AMOUNT,PAYMENT_METHOD
514,514,11-Nov-02,1851851849647160,6.66,VISA
515,515,11-Nov-02,1851851849647160,11.05,VISA
516,516,11-Nov-02,1851851849647160,22.83,VISA
517,517,11-Nov-02,1851851849647170,6.66,VISA
518,518,11-Nov-02,1851851849647170,11.05,VISA
519,519,11-Nov-02,1851851849647170,6.66,VISA
520,520,11-Nov-02,1851851849647170,11.67,VISA
521,521,11-Nov-02,1851851849647170,7.03,VISA
522,522,11-Nov-02,1851851849647170,12.17,VISA
523,523,11-Nov-02,1851851849647180,7.42,VISA
524,524,11-Nov-02,1851851849647180,12.43,VISA
525,525,11-Nov-02,1851851849647180,7.92,VISA
526,526,11-Nov-02,1851851849647180,13.18,VISA
527,527,11-Nov-02,1851851849647180,8.87,VISA
528,528,11-Nov-02,1851851849647180,14.19,VISA
529,529,11-Nov-02,1851851849647180,10.72,VISA
530,530,11-Nov-02,1851851849647190,14.82,VISA
531,531,11-Nov-02,1851851849647190,11.13,VISA
532,532,11-Nov-02,1851851849647190,14.82,VISA
533,533,11-Nov-02,1851851849647190,11.13,VISA
534,534,11-Nov-02,1851851849647190,15.32,VISA
535,535,11-Nov-02,1851851849647190,12.43,VISA
536,536,11-Nov-02,1851851849647200,15.61,VISA
537,537,11-Nov-02,1851851849647200,14.19,VISA
538,538,11-Nov-02,1851851849647200,15.61,VISA
539,539,11-Nov-02,1851851849647200,14.82,VISA
540,540,11-Nov-02,1851851849647200,16.47,VISA
541,541,11-Nov-02,1851851849647200,15.83,VISA
542,542,11-Nov-02,1851851849647200,17.26,VISA
543,543,11-Nov-02,1851851849647210,6.66,VISA
544,544,11-Nov-02,1851851849647210,11.05,VISA
545,545,11-Nov-02,1851851849647210,6.66,VISA
546,546,11-Nov-02,1851851849647210,11.05,VISA
547,547,11-Nov-02,1851851849647210,6.66,VISA
548,548,11-Nov-02,1851851849647210,11.05,VISA
549,549,11-Nov-02,1851851849647220,6.66,VISA
550,550,11-Nov-02,1851851849647220,11.05,VISA
551,551,11-Nov-02,1851851849647220,6.66,VISA
552,552,11-Nov-02,1851851849647220,11.05,VISA
553,553,11-Nov-02,1851851849647220,6.66,VISA
554,554,11-Nov-02,1851851849647220,11.05,VISA
555,555,11-Nov-02,1851851849647230,6.66,VISA
556,556,11-Nov-02,1851851849647230,11.05,VISA
557,557,11-Nov-02,1851851849647230,6.66,VISA
558,558,11-Nov-02,1851851849647230,11.67,VISA
559,559,11-Nov-02,1851851849647230,6.66,VISA
560,560,11-Nov-02,1851851849647230,11.67,VISA
561,561,11-Nov-02,1851851849647230,6.66,VISA
562,562,11-Nov-02,1851851849647240,11.67,VISA
563,563,11-Nov-02,1851851849647240,7.29,VISA
564,564,11-Nov-02,1851851849647240,12.17,VISA
565,565,11-Nov-02,1851851849647240,7.42,VISA
566,566,11-Nov-02,1851851849647240,13.18,VISA
567,567,11-Nov-02,1851851849647240,7.92,VISA
568,568,11-Nov-02,1851851849647240,13.18,VISA
569,569,11-Nov-02,1851851849647250,8.16,VISA
570,570,11-Nov-02,1851851849647250,13.69,VISA
571,571,11-Nov-02,1851851849647250,8.87,VISA
572,572,11-Nov-02,1851851849647250,14.19,VISA
573,573,11-Nov-02,1851851849647250,8.87,VISA
574,574,11-Nov-02,1851851849647250,14.82,VISA
575,575,11-Nov-02,1851851849647260,10.72,VISA
576,576,11-Nov-02,1851851849647260,14.82,VISA
577,577,11-Nov-02,1851851849647260,11.13,VISA
578,578,11-Nov-02,1851851849647260,14.82,VISA
579,579,11-Nov-02,1851851849647260,11.13,VISA
580,580,11-Nov-02,1851851849647260,15.32,VISA
581,581,11-Nov-02,1851851849647260,12.43,VISA
582,582,11-Nov-02,1851851849647270,15.32,VISA
583,583,11-Nov-02,1851851849647270,12.43,VISA
584,584,11-Nov-02,1851851849647270,15.32,VISA
585,585,11-Nov-02,1851851849647270,14.19,VISA
586,586,11-Nov-02,1851851849647270,15.61,VISA
587,587,11-Nov-02,1851851849647270,14.19,VISA
588,588,11-Nov-02,1851851849647270,15.61,VISA
589,589,11-Nov-02,1851851849647280,14.19,VISA
590,590,11-Nov-02,1851851849647280,16.47,VISA
591,591,11-Nov-02,1851851849647280,15.83,VISA
592,592,11-Nov-02,1851851849647280,17.26,VISA
593,593,11-Nov-02,1851851849647280,15.83,VISA
594,594,11-Nov-02,1851851849647280,17.26,VISA
595,595,11-Nov-02,1851851849647290,6.84,VISA
596,596,11-Nov-02,1851851849647290,6.84,VISA
597,597,11-Nov-02,1851851849647290,11.41,VISA
598,598,11-Nov-02,1851851849647290,11.41,VISA
599,599,11-Nov-02,1851851849647290,10.32,VISA
600,600,11-Nov-02,1851851849647290,27.4,VISA
601,601,11-Nov-02,1851851849647300,10.32,VISA
602,602,11-Nov-02,1851851849647300,8.76,VISA
603,603,11-Nov-02,1851851849647300,10.32,VISA
604,604,11-Nov-02,1851851849647300,14.7,VISA
605,605,11-Nov-02,1851851849647300,8.53,VISA
606,606,11-Nov-02,1851851849647300,11.34,VISA
607,607,11-Nov-02,1851851849647300,14.32,VISA
608,608,11-Nov-02,1851851849647310,34.25,VISA
609,609,11-Nov-02,1851851849647310,8.53,VISA
610,610,11-Nov-02,1851851849647310,11.34,VISA
611,611,11-Nov-02,1851851849647310,14.32,VISA
612,612,11-Nov-02,1851851849647310,8.53,VISA
613,613,11-Nov-02,1851851849647320,14.57,VISA
614,614,11-Nov-02,1851851849647320,17.36,VISA
615,615,11-Nov-02,1851851849647320,11.28,VISA
616,616,11-Nov-02,1851851849647320,8.72,VISA
617,617,11-Nov-02,1851851849647320,11.34,VISA
618,618,11-Nov-02,1851851849647320,14.57,VISA
619,619,11-Nov-02,1851851849647320,17.36,VISA
620,620,11-Nov-02,1851851849647330,11.28,VISA
621,621,11-Nov-02,1851851849647330,36.53,VISA
622,622,11-Nov-02,1851851849647330,9.24,VISA
623,623,11-Nov-02,1851851849647330,13.02,VISA
624,624,11-Nov-02,1851851849647330,20.29,VISA
625,625,11-Nov-02,1851851849647330,13.57,VISA
626,626,11-Nov-02,1851851849647330,14.57,VISA
627,627,11-Nov-02,1851851849647340,17.65,VISA
628,628,11-Nov-02,1851851849647340,12.32,VISA
629,629,11-Nov-02,1851851849647340,9.24,VISA
630,630,11-Nov-02,1851851849647340,13.57,VISA
631,631,11-Nov-02,1851851849647340,14.57,VISA
632,632,11-Nov-02,1851851849647340,17.7,VISA
633,633,11-Nov-02,1851851849647350,12.32,VISA
634,634,11-Nov-02,1851851849647350,38.06,VISA
635,635,11-Nov-02,1851851849647350,9.24,VISA
636,636,11-Nov-02,1851851849647350,14.89,VISA
637,637,11-Nov-02,1851851849647350,17.7,VISA
638,638,11-Nov-02,1851851849647350,12.32,VISA
639,639,11-Nov-02,1851851849647360,41.09,VISA
640,640,11-Nov-02,1851851849647360,9.75,VISA
641,641,11-Nov-02,1851851849647360,13.57,VISA
642,642,11-Nov-02,1851851849647360,14.89,VISA
643,643,11-Nov-02,1851851849647360,18.95,VISA
644,644,11-Nov-02,1851851849647360,12.54,VISA
645,645,11-Nov-02,1851851849647360,10.01,VISA
646,646,11-Nov-02,1851851849647370,14.96,VISA
647,647,11-Nov-02,1851851849647370,18.95,VISA
648,648,11-Nov-02,1851851849647370,13.35,VISA
649,649,11-Nov-02,1851851849647370,10.01,VISA
650,650,11-Nov-02,1851851849647370,17.47,VISA
651,651,11-Nov-02,1851851849647370,23.29,VISA
652,652,11-Nov-02,1851851849647380,13.35,VISA
653,653,11-Nov-02,1851851849647380,10.01,VISA
654,654,11-Nov-02,1851851849647380,17.47,VISA
655,655,11-Nov-02,1851851849647380,23.29,VISA
656,656,11-Nov-02,1851851849647380,13.35,VISA
657,657,11-Nov-02,1851851849647380,11.02,VISA
658,658,11-Nov-02,1851851849647380,18.01,VISA
659,659,11-Nov-02,1851851849647390,24.1,VISA
660,660,11-Nov-02,1851851849647390,14.7,VISA
661,661,11-Nov-02,1851851849647390,13.21,VISA
662,662,11-Nov-02,1851851849647390,23.13,VISA
663,663,11-Nov-02,1851851849647390,30.83,VISA
664,664,11-Nov-02,1851851849647390,16.18,VISA
665,665,11-Nov-02,1851851849647390,13.61,VISA
666,666,11-Nov-02,1851851849647400,23.13,VISA
667,667,11-Nov-02,1851851849647400,30.83,VISA
668,668,11-Nov-02,1851851849647400,16.91,VISA
669,669,11-Nov-02,1851851849647400,13.61,VISA
670,670,11-Nov-02,1851851849647400,23.13,VISA
671,671,11-Nov-02,1851851849647400,30.83,VISA
672,672,11-Nov-02,1851851849647410,17.82,VISA
673,673,11-Nov-02,1851851849647410,14.24,VISA
674,674,11-Nov-02,1851851849647410,40.48,VISA
675,675,11-Nov-02,1851851849647410,24.8,VISA
676,676,11-Nov-02,1851851849647410,33.12,VISA
677,677,11-Nov-02,1851851849647410,19,VISA
678,678,11-Nov-02,1851851849647410,16,VISA
679,679,11-Nov-02,1851851849647420,26.46,VISA
680,680,11-Nov-02,1851851849647420,35.32,VISA
681,681,11-Nov-02,1851851849647420,21.38,VISA
682,682,11-Nov-02,1851851849647420,16.46,VISA
683,683,11-Nov-02,1851851849647420,27.35,VISA
684,684,11-Nov-02,1851851849647420,36.5,VISA
685,685,11-Nov-02,1851851849647420,21.97,VISA
686,686,11-Nov-02,1851851849647430,17.36,VISA
687,687,11-Nov-02,1851851849647430,27.35,VISA
688,688,11-Nov-02,1851851849647430,36.5,VISA
689,689,11-Nov-02,1851851849647430,24.9,VISA
690,690,11-Nov-02,1851851849647430,18.77,VISA
691,691,11-Nov-02,1851851849647430,34.26,VISA
692,692,11-Nov-02,1851851849647440,45.71,VISA
693,693,11-Nov-02,1851851849647440,24.9,VISA
694,694,11-Nov-02,1851851849647440,21.25,VISA
695,695,11-Nov-02,1851851849647440,34.26,VISA
696,696,11-Nov-02,1851851849647440,45.71,VISA
697,697,11-Nov-02,1851851849647440,28.34,VISA
698,698,11-Nov-02,1851851849647440,21.25,VISA
699,699,11-Nov-02,1851851849647450,34.26,VISA
700,700,11-Nov-02,1851851849647450,24.24,VISA
701,701,11-Nov-02,1851851849647450,39.06,VISA
702,702,11-Nov-02,1851851849647450,25.77,VISA
703,703,11-Nov-02,1851851849647450,39.06,VISA
704,704,11-Nov-02,1851851849647450,26.46,VISA
705,705,11-Nov-02,1851851849647460,41.83,VISA
706,706,11-Nov-02,1851851849647460,30.68,VISA
707,707,11-Nov-02,1851851849647460,49.44,VISA
708,708,11-Nov-02,1851851849647460,32.12,VISA
709,709,11-Nov-02,1851851849647460,51.51,VISA
710,710,11-Nov-02,1851851849647460,32.88,VISA
711,711,11-Nov-02,1851851849647470,52.99,VISA
712,712,11-Nov-02,1851851849647470,33.48,VISA
713,713,11-Nov-02,1851851849647470,53.96,VISA
714,714,11-Nov-02,1851851849647470,44.3,VISA
715,715,11-Nov-02,1851851849647470,71.38,VISA
716,716,11-Nov-02,1851851849647470,10.32,VISA
717,717,11-Nov-02,1851851849647480,10.32,VISA
718,718,11-Nov-02,1851851849647480,8.76,VISA
719,719,11-Nov-02,1851851849647480,14.7,VISA
720,720,11-Nov-02,1851851849647480,8.76,VISA
721,721,11-Nov-02,1851851849647480,10.32,VISA
722,722,11-Nov-02,1851851849647490,14.7,VISA
723,723,11-Nov-02,1851851849647490,8.76,VISA
724,724,11-Nov-02,1851851849647490,14.7,VISA
725,725,11-Nov-02,1851851849647490,8.76,VISA
726,726,11-Nov-02,1851851849647490,14.96,VISA
727,727,11-Nov-02,1851851849647490,8.53,VISA
728,728,11-Nov-02,1851851849647500,11.34,VISA
729,729,11-Nov-02,1851851849647500,14.57,VISA
730,730,11-Nov-02,1851851849647500,16.91,VISA
731,731,11-Nov-02,1851851849647500,10.98,VISA
732,732,11-Nov-02,1851851849647500,8.53,VISA
733,733,11-Nov-02,1851851849647500,14.57,VISA
734,734,11-Nov-02,1851851849647510,16.91,VISA
735,735,11-Nov-02,1851851849647510,10.98,VISA
736,736,11-Nov-02,1851851849647510,8.72,VISA
737,737,11-Nov-02,1851851849647510,11.34,VISA
738,738,11-Nov-02,1851851849647510,14.57,VISA
739,739,11-Nov-02,1851851849647510,17.36,VISA
740,740,11-Nov-02,1851851849647510,11.28,VISA
741,741,11-Nov-02,1851851849647520,9.24,VISA
742,742,11-Nov-02,1851851849647520,14.57,VISA
743,743,11-Nov-02,1851851849647520,17.65,VISA
744,744,11-Nov-02,1851851849647520,12.32,VISA
745,745,11-Nov-02,1851851849647520,9.24,VISA
746,746,11-Nov-02,1851851849647530,14.57,VISA
747,747,11-Nov-02,1851851849647530,17.7,VISA
748,748,11-Nov-02,1851851849647530,12.32,VISA
749,749,11-Nov-02,1851851849647530,9.24,VISA
750,750,11-Nov-02,1851851849647530,13.57,VISA
751,751,11-Nov-02,1851851849647530,14.57,VISA
752,752,11-Nov-02,1851851849647540,17.7,VISA
753,753,11-Nov-02,1851851849647540,12.32,VISA
754,754,11-Nov-02,1851851849647540,9.24,VISA
755,755,11-Nov-02,1851851849647540,14.89,VISA
756,756,11-Nov-02,1851851849647540,17.7,VISA
757,757,11-Nov-02,1851851849647540,12.01,VISA
758,758,11-Nov-02,1851851849647540,9.24,VISA
759,759,11-Nov-02,1851851849647550,14.07,VISA
760,760,11-Nov-02,1851851849647550,14.89,VISA
761,761,11-Nov-02,1851851849647550,17.7,VISA
762,762,11-Nov-02,1851851849647550,12.32,VISA
763,763,11-Nov-02,1851851849647550,9.75,VISA
764,764,11-Nov-02,1851851849647560,14.89,VISA
765,765,11-Nov-02,1851851849647560,18.95,VISA
766,766,11-Nov-02,1851851849647560,12.54,VISA
767,767,11-Nov-02,1851851849647560,9.75,VISA
768,768,11-Nov-02,1851851849647560,14.89,VISA
769,769,11-Nov-02,1851851849647560,18.95,VISA
770,770,11-Nov-02,1851851849647560,12.54,VISA
771,771,11-Nov-02,1851851849647570,10.01,VISA
772,772,11-Nov-02,1851851849647570,14.89,VISA
773,773,11-Nov-02,1851851849647570,18.95,VISA
774,774,11-Nov-02,1851851849647570,13.35,VISA
775,775,11-Nov-02,1851851849647570,10.01,VISA
776,776,11-Nov-02,1851851849647570,17.47,VISA
777,777,11-Nov-02,1851851849647570,23.29,VISA
778,778,11-Nov-02,1851851849647580,13.35,VISA
779,779,11-Nov-02,1851851849647580,10.01,VISA
780,780,11-Nov-02,1851851849647580,17.47,VISA
781,781,11-Nov-02,1851851849647580,23.29,VISA
782,782,11-Nov-02,1851851849647580,13.35,VISA
783,783,11-Nov-02,1851851849647580,10.01,VISA
784,784,11-Nov-02,1851851849647590,17.41,VISA
785,785,11-Nov-02,1851851849647590,23.29,VISA
786,786,11-Nov-02,1851851849647590,13.35,VISA
787,787,11-Nov-02,1851851849647590,11.02,VISA
788,788,11-Nov-02,1851851849647590,18.02,VISA
789,789,11-Nov-02,1851851849647590,24.1,VISA
790,790,11-Nov-02,1851851849647590,14.7,VISA
791,791,11-Nov-02,1851851849647600,11.02,VISA
792,792,11-Nov-02,1851851849647600,18.02,VISA
793,793,11-Nov-02,1851851849647600,24.1,VISA
794,794,11-Nov-02,1851851849647600,14.7,VISA
795,795,11-Nov-02,1851851849647600,13.21,VISA
796,796,11-Nov-02,1851851849647600,23.13,VISA
797,797,11-Nov-02,1851851849647610,30.83,VISA
798,798,11-Nov-02,1851851849647610,16.18,VISA
799,799,11-Nov-02,1851851849647610,13.61,VISA
800,800,11-Nov-02,1851851849647610,23.13,VISA
801,801,11-Nov-02,1851851849647610,30.83,VISA
802,802,11-Nov-02,1851851849647610,16.91,VISA
803,803,11-Nov-02,1851851849647620,13.61,VISA
804,804,11-Nov-02,1851851849647620,23.13,VISA
805,805,11-Nov-02,1851851849647620,30.83,VISA
806,806,11-Nov-02,1851851849647620,16.57,VISA
807,807,11-Nov-02,1851851849647620,13.61,VISA
808,808,11-Nov-02,1851851849647620,23.13,VISA
809,809,11-Nov-02,1851851849647620,30.83,VISA
810,810,11-Nov-02,1851851849647630,17.65,VISA
811,811,11-Nov-02,1851851849647630,14.24,VISA
812,812,11-Nov-02,1851851849647630,24.8,VISA
813,813,11-Nov-02,1851851849647630,31.75,VISA
814,814,11-Nov-02,1851851849647630,19,VISA
815,815,11-Nov-02,1851851849647630,14.24,VISA
816,816,11-Nov-02,1851851849647630,24.8,VISA
817,817,11-Nov-02,1851851849647640,33.12,VISA
818,818,11-Nov-02,1851851849647640,19,VISA
819,819,11-Nov-02,1851851849647640,16,VISA
820,820,11-Nov-02,1851851849647640,26.46,VISA
821,821,11-Nov-02,1851851849647640,35.32,VISA
822,822,11-Nov-02,1851851849647640,21.38,VISA
823,823,11-Nov-02,1851851849647650,16.46,VISA
824,824,11-Nov-02,1851851849647650,26.46,VISA
825,825,11-Nov-02,1851851849647650,35.32,VISA
826,826,11-Nov-02,1851851849647650,21.97,VISA
827,827,11-Nov-02,1851851849647650,16.46,VISA
828,828,11-Nov-02,1851851849647650,27.35,VISA
829,829,11-Nov-02,1851851849647650,36.5,VISA
830,830,11-Nov-02,1851851849647660,21.97,VISA
831,831,11-Nov-02,1851851849647660,17.36,VISA
832,832,11-Nov-02,1851851849647660,27.35,VISA
833,833,11-Nov-02,1851851849647660,36.5,VISA
834,834,11-Nov-02,1851851849647660,23.16,VISA
835,835,11-Nov-02,1851851849647660,17.36,VISA
836,836,11-Nov-02,1851851849647660,27.35,VISA
837,837,11-Nov-02,1851851849647670,36.5,VISA
838,838,11-Nov-02,1851851849647670,24.9,VISA
839,839,11-Nov-02,1851851849647670,18.77,VISA
840,840,11-Nov-02,1851851849647670,34.26,VISA
841,841,11-Nov-02,1851851849647670,45.71,VISA
842,842,11-Nov-02,1851851849647670,24.9,VISA
843,843,11-Nov-02,1851851849647680,21.25,VISA
844,844,11-Nov-02,1851851849647680,34.26,VISA
845,845,11-Nov-02,1851851849647680,45.71,VISA
846,846,11-Nov-02,1851851849647680,28.34,VISA
847,847,11-Nov-02,1851851849647680,21.25,VISA
848,848,11-Nov-02,1851851849647680,34.26,VISA
849,849,11-Nov-02,1851851849647690,45.71,VISA
850,850,11-Nov-02,1851851849647690,28.34,VISA
851,851,11-Nov-02,1851851849647690,21.25,VISA
852,852,11-Nov-02,1851851849647690,34.26,VISA
853,853,11-Nov-02,1851851849647690,24.24,VISA
854,854,11-Nov-02,1851851849647690,39.06,VISA
855,855,11-Nov-02,1851851849647690,24.24,VISA
856,856,11-Nov-02,1851851849647700,39.06,VISA
857,857,11-Nov-02,1851851849647700,24.24,VISA
858,858,11-Nov-02,1851851849647700,39.06,VISA
859,859,11-Nov-02,1851851849647700,26.46,VISA
860,860,11-Nov-02,1851851849647700,40.1,VISA
861,861,11-Nov-02,1851851849647710,26.46,VISA
862,862,11-Nov-02,1851851849647710,41.83,VISA
863,863,11-Nov-02,1851851849647710,30.68,VISA
864,864,11-Nov-02,1851851849647710,49.44,VISA
865,865,11-Nov-02,1851851849647710,31.96,VISA
866,866,11-Nov-02,1851851849647710,51.51,VISA
867,867,11-Nov-02,1851851849647710,32.73,VISA
868,868,11-Nov-02,1851851849647720,52.74,VISA
869,869,11-Nov-02,1851851849647720,32.88,VISA
870,870,11-Nov-02,1851851849647720,52.99,VISA
871,871,11-Nov-02,1851851849647720,33.48,VISA
872,872,11-Nov-02,1851851849647720,53.96,VISA
873,873,11-Nov-02,1851851849647730,33.48,VISA
874,874,11-Nov-02,1851851849647730,39.58,VISA
875,875,11-Nov-02,1851851849647730,63.78,VISA
876,876,11-Nov-02,1851851849647730,45.66,VISA
877,877,11-Nov-02,1851851849647730,73.6,VISA
878,878,11-Nov-02,1851851849647730,53.96,VISA
879,879,11-Nov-02,1851851849647740,11.41,VISA
880,880,11-Nov-02,1851851849647740,11.41,VISA
881,881,11-Nov-02,1851851849647740,18.27,VISA
882,882,11-Nov-02,1851851849647740,50.23,VISA
883,883,11-Nov-02,1851851849647740,50.23,VISA
884,884,11-Nov-02,1851851849647740,25.23,VISA
885,885,11-Nov-02,1851851849647740,25.23,VISA
886,886,11-Nov-02,1851851849647750,59.36,VISA
887,887,11-Nov-02,1851851849647750,27.76,VISA
888,888,11-Nov-02,1851851849647750,14.24,VISA
889,889,11-Nov-02,1851851849647750,27.76,VISA
890,890,11-Nov-02,1851851849647750,22.24,VISA
891,891,11-Nov-02,1851851849647750,68.5,VISA
892,892,11-Nov-02,1851851849647750,14.24,VISA
893,893,11-Nov-02,1851851849647760,16.45,VISA
894,894,11-Nov-02,1851851849647760,26.24,VISA
895,895,11-Nov-02,1851851849647760,27.76,VISA
896,896,11-Nov-02,1851851849647760,22.24,VISA
897,897,11-Nov-02,1851851849647760,14.24,VISA
898,898,11-Nov-02,1851851849647760,30.52,VISA
899,899,11-Nov-02,1851851849647770,22.24,VISA
900,900,11-Nov-02,1851851849647770,27.06,VISA
901,901,11-Nov-02,1851851849647770,70.02,VISA
902,902,11-Nov-02,1851851849647770,14.24,VISA
903,903,11-Nov-02,1851851849647770,17.11,VISA
904,904,11-Nov-02,1851851849647770,27.13,VISA
905,905,11-Nov-02,1851851849647780,22.24,VISA
906,906,11-Nov-02,1851851849647780,27.06,VISA
907,907,11-Nov-02,1851851849647780,70.02,VISA
908,908,11-Nov-02,1851851849647780,15.05,VISA
909,909,11-Nov-02,1851851849647780,30.52,VISA
910,910,11-Nov-02,1851851849647780,22.24,VISA
911,911,11-Nov-02,1851851849647790,30.28,VISA
912,912,11-Nov-02,1851851849647790,70.02,VISA
913,913,11-Nov-02,1851851849647790,15.05,VISA
914,914,11-Nov-02,1851851849647790,30.97,VISA
915,915,11-Nov-02,1851851849647790,23.4,VISA
916,916,11-Nov-02,1851851849647790,30.28,VISA
917,917,11-Nov-02,1851851849647800,15.05,VISA
918,918,11-Nov-02,1851851849647800,30.97,VISA
919,919,11-Nov-02,1851851849647800,23.4,VISA
920,920,11-Nov-02,1851851849647800,30.28,VISA
921,921,11-Nov-02,1851851849647800,15.05,VISA
922,922,11-Nov-02,1851851849647800,30.97,VISA
923,923,11-Nov-02,1851851849647800,23.57,VISA
924,924,11-Nov-02,1851851849647810,30.28,VISA
925,925,11-Nov-02,1851851849647810,15.05,VISA
926,926,11-Nov-02,1851851849647810,30.97,VISA
927,927,11-Nov-02,1851851849647810,23.57,VISA
928,928,11-Nov-02,1851851849647810,31.16,VISA
929,929,11-Nov-02,1851851849647810,15.05,VISA
930,930,11-Nov-02,1851851849647810,24.56,VISA
931,931,11-Nov-02,1851851849647820,31.16,VISA
932,932,11-Nov-02,1851851849647820,16.75,VISA
933,933,11-Nov-02,1851851849647820,25.68,VISA
934,934,11-Nov-02,1851851849647820,31.16,VISA
935,935,11-Nov-02,1851851849647820,16.75,VISA
936,936,11-Nov-02,1851851849647820,25.68,VISA
937,937,11-Nov-02,1851851849647830,31.16,VISA
938,938,11-Nov-02,1851851849647830,17.23,VISA
939,939,11-Nov-02,1851851849647830,42.81,VISA
940,940,11-Nov-02,1851851849647830,28.85,VISA
941,941,11-Nov-02,1851851849647830,35.02,VISA
942,942,11-Nov-02,1851851849647840,19.83,VISA
943,943,11-Nov-02,1851851849647840,30.81,VISA
944,944,11-Nov-02,1851851849647840,41.13,VISA
945,945,11-Nov-02,1851851849647840,19.83,VISA
946,946,11-Nov-02,1851851849647840,30.81,VISA
947,947,11-Nov-02,1851851849647840,41.13,VISA
948,948,11-Nov-02,1851851849647840,21.57,VISA
949,949,11-Nov-02,1851851849647850,31.36,VISA
950,950,11-Nov-02,1851851849647850,41.86,VISA
951,951,11-Nov-02,1851851849647850,22.24,VISA
952,952,11-Nov-02,1851851849647850,34.26,VISA
953,953,11-Nov-02,1851851849647850,45.7,VISA
954,954,11-Nov-02,1851851849647850,22.74,VISA
955,955,11-Nov-02,1851851849647860,36.25,VISA
956,956,11-Nov-02,1851851849647860,48.38,VISA
957,957,11-Nov-02,1851851849647860,24.21,VISA
958,958,11-Nov-02,1851851849647860,44.48,VISA
959,959,11-Nov-02,1851851849647850,34.26,VISA
960,960,11-Nov-02,1851851849647850,34.26,VISA
961,961,11-Nov-02,1851851849647850,34.26,VISA
962,962,11-Nov-02,1851851849647850,34.26,VISA
963,963,11-Nov-02,1851851849647850,34.26,VISA
964,964,11-Nov-02,1851851849647850,34.26,VISA
965,965,11-Nov-02,1851851849647850,34.26,VISA
966,966,11-Nov-02,1851851849647850,34.26,VISA
967,967,11-Nov-02,1851851849647850,34.26,VISA
968,968,11-Nov-02,1851851849647850,34.26,VISA
969,969,11-Nov-02,1851851849647850,34.26,VISA
970,970,11-Nov-02,1851851849647850,34.26,VISA
971,971,11-Nov-02,1851851849647850,34.26,VISA
972,972,11-Nov-02,1851851849647850,34.26,VISA
973,973,11-Nov-02,1851851849647850,34.26,VISA
974,974,11-Nov-02,1851851849647850,34.26,VISA
975,975,11-Nov-02,1851851849647850,34.26,VISA
976,976,11-Nov-02,1851851849647850,34.26,VISA
977,977,11-Nov-02,1851851849647850,34.26,VISA
978,978,11-Nov-02,1851851849647850,34.26,VISA
979,979,11-Nov-02,1851851849647850,34.26,VISA
980,980,11-Nov-02,1851851849647850,34.26,VISA
981,981,11-Nov-02,1851851849647850,34.26,VISA
982,982,11-Nov-02,1851851849647850,34.26,VISA
983,983,11-Nov-02,1851851849647850,34.26,VISA
984,984,11-Nov-02,1851851849647850,34.26,VISA
985,985,11-Nov-02,1851851849647850,34.26,VISA
986,986,11-Nov-02,1851851849647850,34.26,VISA
987,987,11-Nov-02,1851851849647850,34.26,VISA
988,988,11-Nov-02,1851851849647850,34.26,VISA
989,989,11-Nov-02,1851851849647850,34.26,VISA
990,990,11-Nov-02,1851851849647850,34.26,VISA
991,991,11-Nov-02,1851851849647850,34.26,VISA
992,992,11-Nov-02,1851851849647850,34.26,VISA
993,993,11-Nov-02,1851851849647850,34.26,VISA
994,994,11-Nov-02,1851851849647850,34.26,VISA
995,995,11-Nov-02,1851851849647850,34.26,VISA
996,996,11-Nov-02,1851851849647850,34.26,VISA
997,997,11-Nov-02,1851851849647850,34.26,VISA
998,998,11-Nov-02,1851851849647850,34.26,VISA
999,999,11-Nov-02,1851851849647850,34.26,VISA
1000,1000,11-Nov-02,1851851849647850,34.26,VISA
